run_id,k_si,n_si,pte,pte_error
89,0.5185185185185185,1.1111111111111112,0.00224,0.00014966629547095766
90,0.5185185185185185,1.1296296296296295,0.00217,0.00014730919862656234
91,0.5185185185185185,1.1481481481481481,0.00215,0.0001466287829861518
92,0.5185185185185185,1.1666666666666665,0.00211,0.0001452583904633395
93,0.5185185185185185,1.1851851851851851,0.00209,0.00014456832294800962
94,0.5185185185185185,1.2037037037037037,0.00208,0.00014422205101855958
95,0.5185185185185185,1.2222222222222223,0.00206,0.00014352700094407323
96,0.5185185185185185,1.2407407407407407,0.00204,0.00014282856857085702
97,0.5185185185185185,1.259259259259259,0.00201,0.00014177446878757826
98,0.5185185185185185,1.2777777777777777,0.00197,0.000140356688476182
99,0.5185185185185185,1.2962962962962963,0.00194,0.0001392838827718412
100,0.5185185185185185,1.3148148148148149,0.00193,0.00013892443989449804
101,0.5185185185185185,1.3333333333333333,0.0019,0.00013784048752090222
102,0.5185185185185185,1.3518518518518519,0.00189,0.0001374772708486752
103,0.5185185185185185,1.3703703703703702,0.00184,0.00013564659966250537
104,0.5185185185185185,1.3888888888888888,0.00182,0.00013490737563232042
105,0.5185185185185185,1.4074074074074074,0.00182,0.00013490737563232042
106,0.5185185185185185,1.4259259259259258,0.00181,0.0001345362404707371
107,0.5185185185185185,1.4444444444444444,0.00179,0.0001337908816025965
108,0.5185185185185185,1.4629629629629628,0.00177,0.0001330413469565007
109,0.5185185185185185,1.4814814814814814,0.00175,0.00013228756555322952
110,0.5185185185185185,1.5,0.00174,0.0001319090595827292
111,0.537037037037037,0.5,0.0036,0.00018973665961010276
112,0.537037037037037,0.5185185185185185,0.00357,0.00018894443627691184
113,0.537037037037037,0.537037037037037,0.00356,0.00018867962264113207
114,0.537037037037037,0.5555555555555556,0.00351,0.00018734993995195192
115,0.537037037037037,0.5740740740740741,0.00347,0.00018627936010197157
116,0.537037037037037,0.5925925925925926,0.00343,0.00018520259177452135
117,0.537037037037037,0.6111111111111112,0.00339,0.00018411952639521968
118,0.537037037037037,0.6296296296296297,0.00338,0.00018384776310850234
119,0.537037037037037,0.6481481481481481,0.00332,0.00018220867158288598
120,0.537037037037037,0.6666666666666666,0.00327,0.00018083141320025125
121,0.537037037037037,0.6851851851851851,0.00321,0.00017916472867168917
122,0.537037037037037,0.7037037037037037,0.00316,0.00017776388834631177
123,0.537037037037037,0.7222222222222222,0.00314,0.00017720045146669348
124,0.537037037037037,0.7407407407407407,0.00311,0.00017635192088548396
125,0.537037037037037,0.7592592592592593,0.00306,0.000174928556845359
126,0.537037037037037,0.7777777777777778,0.00301,0.00017349351572897473
127,0.537037037037037,0.7962962962962963,0.00299,0.00017291616465790584
128,0.537037037037037,0.8148148148148148,0.00297,0.00017233687939614085
129,0.537037037037037,0.8333333333333333,0.00291,0.00017058722109231978
130,0.537037037037037,0.8518518518518519,0.00286,0.00016911534525287762
131,0.537037037037037,0.8703703703703703,0.00281,0.0001676305461424021
132,0.537037037037037,0.8888888888888888,0.00277,0.00016643316977093238
133,0.537037037037037,0.9074074074074074,0.00271,0.0001646207763315433
134,0.537037037037037,0.9259259259259259,0.00268,0.000163707055437449
135,0.537037037037037,0.9444444444444444,0.00265,0.00016278820596099706
136,0.537037037037037,0.9629629629629629,0.0026,0.00016124515496597098
137,0.537037037037037,0.9814814814814814,0.00255,0.00015968719422671313
138,0.537037037037037,1.0,0.0025,0.00015811388300841897
139,0.537037037037037,1.0185185185185186,0.00248,0.00015748015748023623
140,0.537037037037037,1.037037037037037,0.00247,0.0001571623364550171
141,0.537037037037037,1.0555555555555556,0.0024,0.0001549193338482967
142,0.537037037037037,1.074074074074074,0.00233,0.00015264337522473748
143,0.537037037037037,1.0925925925925926,0.00228,0.000150996688705415
144,0.537037037037037,1.1111111111111112,0.00224,0.00014966629547095766
145,0.537037037037037,1.1296296296296295,0.00218,0.000147648230602334
146,0.537037037037037,1.1481481481481481,0.00215,0.0001466287829861518
147,0.537037037037037,1.1666666666666665,0.00211,0.0001452583904633395
148,0.537037037037037,1.1851851851851851,0.00209,0.00014456832294800962
149,0.537037037037037,1.2037037037037037,0.00208,0.00014422205101855958
150,0.537037037037037,1.2222222222222223,0.00206,0.00014352700094407323
151,0.537037037037037,1.2407407407407407,0.00204,0.00014282856857085702
152,0.537037037037037,1.259259259259259,0.00202,0.00014212670403551894
153,0.537037037037037,1.2777777777777777,0.00197,0.000140356688476182
154,0.537037037037037,1.2962962962962963,0.00195,0.0001396424004376894
155,0.537037037037037,1.3148148148148149,0.00193,0.00013892443989449804
156,0.537037037037037,1.3333333333333333,0.00191,0.00013820274961085253
157,0.537037037037037,1.3518518518518519,0.00189,0.0001374772708486752
158,0.537037037037037,1.3703703703703702,0.00186,0.00013638181696985855
159,0.537037037037037,1.3888888888888888,0.00184,0.00013564659966250537
160,0.537037037037037,1.4074074074074074,0.00182,0.00013490737563232042
161,0.537037037037037,1.4259259259259258,0.00182,0.00013490737563232042
162,0.537037037037037,1.4444444444444444,0.0018,0.00013416407864998739
163,0.537037037037037,1.4629629629629628,0.00178,0.00013341664064126334
164,0.537037037037037,1.4814814814814814,0.00176,0.00013266499161421598
165,0.537037037037037,1.5,0.00175,0.00013228756555322952
166,0.5555555555555556,0.5,0.00358,0.00018920887928424503
167,0.5555555555555556,0.5185185185185185,0.00356,0.00018867962264113207
168,0.5555555555555556,0.537037037037037,0.00353,0.00018788294228055935
169,0.5555555555555556,0.5555555555555556,0.0035,0.00018708286933869707
170,0.5555555555555556,0.5740740740740741,0.00346,0.00018601075237738274
171,0.5555555555555556,0.5925925925925926,0.00342,0.00018493242008906928
172,0.5555555555555556,0.6111111111111112,0.00339,0.00018411952639521968
173,0.5555555555555556,0.6296296296296297,0.00337,0.0001835755975068582
174,0.5555555555555556,0.6481481481481481,0.00328,0.00018110770276274834
175,0.5555555555555556,0.6666666666666666,0.00326,0.0001805547008526779
176,0.5555555555555556,0.6851851851851851,0.00317,0.00017804493814764857
177,0.5555555555555556,0.7037037037037037,0.00317,0.00017804493814764857
178,0.5555555555555556,0.7222222222222222,0.00312,0.00017663521732655694
179,0.5555555555555556,0.7407407407407407,0.00309,0.00017578395831246947
180,0.5555555555555556,0.7592592592592593,0.00304,0.00017435595774162695
181,0.5555555555555556,0.7777777777777778,0.003,0.00017320508075688776
182,0.5555555555555556,0.7962962962962963,0.00298,0.0001726267650163207
183,0.5555555555555556,0.8148148148148148,0.00297,0.00017233687939614085
184,0.5555555555555556,0.8333333333333333,0.00291,0.00017058722109231978
185,0.5555555555555556,0.8518518518518519,0.00284,0.00016852299546352717
186,0.5555555555555556,0.8703703703703703,0.00281,0.0001676305461424021
187,0.5555555555555556,0.8888888888888888,0.00274,0.0001655294535724685
188,0.5555555555555556,0.9074074074074074,0.0027,0.00016431676725154983
189,0.5555555555555556,0.9259259259259259,0.00267,0.0001634013463836819
190,0.5555555555555556,0.9444444444444444,0.00264,0.0001624807680927192
191,0.5555555555555556,0.9629629629629629,0.0026,0.00016124515496597098
192,0.5555555555555556,0.9814814814814814,0.00255,0.00015968719422671313
193,0.5555555555555556,1.0,0.0025,0.00015811388300841897
194,0.5555555555555556,1.0185185185185186,0.00248,0.00015748015748023623
195,0.5555555555555556,1.037037037037037,0.00246,0.00015684387141358123
196,0.5555555555555556,1.0555555555555556,0.00238,0.00015427248620541512
197,0.5555555555555556,1.074074074074074,0.00233,0.00015264337522473748
198,0.5555555555555556,1.0925925925925926,0.00228,0.000150996688705415
199,0.5555555555555556,1.1111111111111112,0.00225,0.00015
200,0.5555555555555556,1.1296296296296295,0.00219,0.00014798648586948743
201,0.5555555555555556,1.1481481481481481,0.00216,0.0001469693845669907
202,0.5555555555555556,1.1666666666666665,0.00212,0.00014560219778561037
203,0.5555555555555556,1.1851851851851851,0.00209,0.00014456832294800962
204,0.5555555555555556,1.2037037037037037,0.00208,0.00014422205101855958
205,0.5555555555555556,1.2222222222222223,0.00206,0.00014352700094407323
206,0.5555555555555556,1.2407407407407407,0.00205,0.00014317821063276353
207,0.5555555555555556,1.259259259259259,0.00202,0.00014212670403551894
208,0.5555555555555556,1.2777777777777777,0.00198,0.0001407124727947029
209,0.5555555555555556,1.2962962962962963,0.00196,0.00014
210,0.5555555555555556,1.3148148148148149,0.00194,0.0001392838827718412
211,0.5555555555555556,1.3333333333333333,0.00193,0.00013892443989449804
212,0.5555555555555556,1.3518518518518519,0.00191,0.00013820274961085253
213,0.5555555555555556,1.3703703703703702,0.00189,0.0001374772708486752
214,0.5555555555555556,1.3888888888888888,0.00184,0.00013564659966250537
215,0.5555555555555556,1.4074074074074074,0.00182,0.00013490737563232042
216,0.5555555555555556,1.4259259259259258,0.00182,0.00013490737563232042
217,0.5555555555555556,1.4444444444444444,0.0018,0.00013416407864998739
218,0.5555555555555556,1.4629629629629628,0.0018,0.00013416407864998739
219,0.5555555555555556,1.4814814814814814,0.00178,0.00013341664064126334
220,0.5555555555555556,1.5,0.00176,0.00013266499161421598
221,0.5740740740740741,0.5,0.00357,0.00018894443627691184
222,0.5740740740740741,0.5185185185185185,0.00356,0.00018867962264113207
223,0.5740740740740741,0.537037037037037,0.00351,0.00018734993995195192
224,0.5740740740740741,0.5555555555555556,0.00347,0.00018627936010197157
225,0.5740740740740741,0.5740740740740741,0.00343,0.00018520259177452135
226,0.5740740740740741,0.5925925925925926,0.0034,0.00018439088914585773
227,0.5740740740740741,0.6111111111111112,0.00339,0.00018411952639521968
228,0.5740740740740741,0.6296296296296297,0.00334,0.00018275666882497068
229,0.5740740740740741,0.6481481481481481,0.00327,0.00018083141320025125
230,0.5740740740740741,0.6666666666666666,0.00324,0.00018
231,0.5740740740740741,0.6851851851851851,0.00317,0.00017804493814764857
232,0.5740740740740741,0.7037037037037037,0.00316,0.00017776388834631177
233,0.5740740740740741,0.7222222222222222,0.00311,0.00017635192088548396
234,0.5740740740740741,0.7407407407407407,0.00307,0.00017521415467935231
235,0.5740740740740741,0.7592592592592593,0.00304,0.00017435595774162695
236,0.5740740740740741,0.7777777777777778,0.003,0.00017320508075688776
237,0.5740740740740741,0.7962962962962963,0.00298,0.0001726267650163207
238,0.5740740740740741,0.8148148148148148,0.00294,0.00017146428199482248
239,0.5740740740740741,0.8333333333333333,0.0029,0.00017029386365926402
240,0.5740740740740741,0.8518518518518519,0.00283,0.0001682260384126072
241,0.5740740740740741,0.8703703703703703,0.0028,0.00016733200530681512
242,0.5740740740740741,0.8888888888888888,0.00274,0.0001655294535724685
243,0.5740740740740741,0.9074074074074074,0.0027,0.00016431676725154983
244,0.5740740740740741,0.9259259259259259,0.00267,0.0001634013463836819
245,0.5740740740740741,0.9444444444444444,0.00263,0.00016217274740226855
246,0.5740740740740741,0.9629629629629629,0.0026,0.00016124515496597098
247,0.5740740740740741,0.9814814814814814,0.00254,0.00015937377450509228
248,0.5740740740740741,1.0,0.0025,0.00015811388300841897
249,0.5740740740740741,1.0185185185185186,0.00248,0.00015748015748023623
250,0.5740740740740741,1.037037037037037,0.00246,0.00015684387141358123
251,0.5740740740740741,1.0555555555555556,0.00238,0.00015427248620541512
252,0.5740740740740741,1.074074074074074,0.00233,0.00015264337522473748
253,0.5740740740740741,1.0925925925925926,0.00228,0.000150996688705415
254,0.5740740740740741,1.1111111111111112,0.00225,0.00015
255,0.5740740740740741,1.1296296296296295,0.00219,0.00014798648586948743
256,0.5740740740740741,1.1481481481481481,0.00216,0.0001469693845669907
257,0.5740740740740741,1.1666666666666665,0.00212,0.00014560219778561037
258,0.5740740740740741,1.1851851851851851,0.00211,0.0001452583904633395
259,0.5740740740740741,1.2037037037037037,0.00208,0.00014422205101855958
260,0.5740740740740741,1.2222222222222223,0.00207,0.0001438749456993816
261,0.5740740740740741,1.2407407407407407,0.00206,0.00014352700094407323
262,0.5740740740740741,1.259259259259259,0.00202,0.00014212670403551894
263,0.5740740740740741,1.2777777777777777,0.00198,0.0001407124727947029
264,0.5740740740740741,1.2962962962962963,0.00197,0.000140356688476182
265,0.5740740740740741,1.3148148148148149,0.00195,0.0001396424004376894
266,0.5740740740740741,1.3333333333333333,0.00194,0.0001392838827718412
267,0.5740740740740741,1.3518518518518519,0.00191,0.00013820274961085253
268,0.5740740740740741,1.3703703703703702,0.0019,0.00013784048752090222
269,0.5740740740740741,1.3888888888888888,0.00187,0.00013674794331177344
270,0.5740740740740741,1.4074074074074074,0.00184,0.00013564659966250537
271,0.5740740740740741,1.4259259259259258,0.00182,0.00013490737563232042
272,0.5740740740740741,1.4444444444444444,0.00181,0.0001345362404707371
273,0.5740740740740741,1.4629629629629628,0.0018,0.00013416407864998739
274,0.5740740740740741,1.4814814814814814,0.0018,0.00013416407864998739
275,0.5740740740740741,1.5,0.00178,0.00013341664064126334
276,0.5925925925925926,0.5,0.00356,0.00018867962264113207
277,0.5925925925925926,0.5185185185185185,0.00353,0.00018788294228055935
278,0.5925925925925926,0.537037037037037,0.0035,0.00018708286933869707
279,0.5925925925925926,0.5555555555555556,0.00347,0.00018627936010197157
280,0.5925925925925926,0.5740740740740741,0.00343,0.00018520259177452135
281,0.5925925925925926,0.5925925925925926,0.00339,0.00018411952639521968
282,0.5925925925925926,0.6111111111111112,0.00337,0.0001835755975068582
283,0.5925925925925926,0.6296296296296297,0.00331,0.00018193405398660254
284,0.5925925925925926,0.6481481481481481,0.00326,0.0001805547008526779
285,0.5925925925925926,0.6666666666666666,0.0032,0.00017888543819998318
286,0.5925925925925926,0.6851851851851851,0.00317,0.00017804493814764857
287,0.5925925925925926,0.7037037037037037,0.00313,0.00017691806012954132
288,0.5925925925925926,0.7222222222222222,0.0031,0.0001760681686165901
289,0.5925925925925926,0.7407407407407407,0.00306,0.000174928556845359
290,0.5925925925925926,0.7592592592592593,0.00301,0.00017349351572897473
291,0.5925925925925926,0.7777777777777778,0.003,0.00017320508075688776
292,0.5925925925925926,0.7962962962962963,0.00298,0.0001726267650163207
293,0.5925925925925926,0.8148148148148148,0.00292,0.00017088007490635062
294,0.5925925925925926,0.8333333333333333,0.00289,0.00017
295,0.5925925925925926,0.8518518518518519,0.00282,0.00016792855623746665
296,0.5925925925925926,0.8703703703703703,0.00279,0.00016703293088490067
297,0.5925925925925926,0.8888888888888888,0.00273,0.00016522711641858305
298,0.5925925925925926,0.9074074074074074,0.00269,0.00016401219466856726
299,0.5925925925925926,0.9259259259259259,0.00265,0.00016278820596099706
300,0.5925925925925926,0.9444444444444444,0.00263,0.00016217274740226855
301,0.5925925925925926,0.9629629629629629,0.00257,0.000160312195418814
302,0.5925925925925926,0.9814814814814814,0.00254,0.00015937377450509228
303,0.5925925925925926,1.0,0.0025,0.00015811388300841897
304,0.5925925925925926,1.0185185185185186,0.00247,0.0001571623364550171
305,0.5925925925925926,1.037037037037037,0.00246,0.00015684387141358123
306,0.5925925925925926,1.0555555555555556,0.0024,0.0001549193338482967
307,0.5925925925925926,1.074074074074074,0.00233,0.00015264337522473748
308,0.5925925925925926,1.0925925925925926,0.00228,0.000150996688705415
309,0.5925925925925926,1.1111111111111112,0.00225,0.00015
310,0.5925925925925926,1.1296296296296295,0.0022,0.00014832396974191327
311,0.5925925925925926,1.1481481481481481,0.00217,0.00014730919862656234
312,0.5925925925925926,1.1666666666666665,0.00213,0.00014594519519326425
313,0.5925925925925926,1.1851851851851851,0.00212,0.00014560219778561037
314,0.5925925925925926,1.2037037037037037,0.00208,0.00014422205101855958
315,0.5925925925925926,1.2222222222222223,0.00207,0.0001438749456993816
316,0.5925925925925926,1.2407407407407407,0.00206,0.00014352700094407323
317,0.5925925925925926,1.259259259259259,0.00203,0.00014247806848775006
318,0.5925925925925926,1.2777777777777777,0.002,0.0001414213562373095
319,0.5925925925925926,1.2962962962962963,0.00197,0.000140356688476182
320,0.5925925925925926,1.3148148148148149,0.00196,0.00014
321,0.5925925925925926,1.3333333333333333,0.00194,0.0001392838827718412
322,0.5925925925925926,1.3518518518518519,0.00193,0.00013892443989449804
323,0.5925925925925926,1.3703703703703702,0.0019,0.00013784048752090222
324,0.5925925925925926,1.3888888888888888,0.0019,0.00013784048752090222
325,0.5925925925925926,1.4074074074074074,0.00184,0.00013564659966250537
326,0.5925925925925926,1.4259259259259258,0.00183,0.00013527749258468682
327,0.5925925925925926,1.4444444444444444,0.00181,0.0001345362404707371
328,0.5925925925925926,1.4629629629629628,0.00181,0.0001345362404707371
329,0.5925925925925926,1.4814814814814814,0.0018,0.00013416407864998739
330,0.5925925925925926,1.5,0.00179,0.0001337908816025965
331,0.6111111111111112,0.5,0.00356,0.00018867962264113207
332,0.6111111111111112,0.5185185185185185,0.00351,0.00018734993995195192
333,0.6111111111111112,0.537037037037037,0.00349,0.00018681541692269405
334,0.6111111111111112,0.5555555555555556,0.00346,0.00018601075237738274
335,0.6111111111111112,0.5740740740740741,0.00343,0.00018520259177452135
336,0.6111111111111112,0.5925925925925926,0.00339,0.00018411952639521968
337,0.6111111111111112,0.6111111111111112,0.00337,0.0001835755975068582
338,0.6111111111111112,0.6296296296296297,0.0033,0.00018165902124584948
339,0.6111111111111112,0.6481481481481481,0.00326,0.0001805547008526779
340,0.6111111111111112,0.6666666666666666,0.00317,0.00017804493814764857
341,0.6111111111111112,0.6851851851851851,0.00316,0.00017776388834631177
342,0.6111111111111112,0.7037037037037037,0.00312,0.00017663521732655694
343,0.6111111111111112,0.7222222222222222,0.00309,0.00017578395831246947
344,0.6111111111111112,0.7407407407407407,0.00306,0.000174928556845359
345,0.6111111111111112,0.7592592592592593,0.00301,0.00017349351572897473
346,0.6111111111111112,0.7777777777777778,0.003,0.00017320508075688776
347,0.6111111111111112,0.7962962962962963,0.00298,0.0001726267650163207
348,0.6111111111111112,0.8148148148148148,0.00292,0.00017088007490635062
349,0.6111111111111112,0.8333333333333333,0.00287,0.00016941074346097417
350,0.6111111111111112,0.8518518518518519,0.00282,0.00016792855623746665
351,0.6111111111111112,0.8703703703703703,0.00278,0.00016673332000533066
352,0.6111111111111112,0.8888888888888888,0.00273,0.00016522711641858305
353,0.6111111111111112,0.9074074074074074,0.00269,0.00016401219466856726
354,0.6111111111111112,0.9259259259259259,0.00265,0.00016278820596099706
355,0.6111111111111112,0.9444444444444444,0.00261,0.00016155494421403512
356,0.6111111111111112,0.9629629629629629,0.00257,0.000160312195418814
357,0.6111111111111112,0.9814814814814814,0.00252,0.00015874507866387545
358,0.6111111111111112,1.0,0.0025,0.00015811388300841897
359,0.6111111111111112,1.0185185185185186,0.00247,0.0001571623364550171
360,0.6111111111111112,1.037037037037037,0.00246,0.00015684387141358123
361,0.6111111111111112,1.0555555555555556,0.0024,0.0001549193338482967
362,0.6111111111111112,1.074074074074074,0.00234,0.00015297058540778355
363,0.6111111111111112,1.0925925925925926,0.00228,0.000150996688705415
364,0.6111111111111112,1.1111111111111112,0.00225,0.00015
365,0.6111111111111112,1.1296296296296295,0.00221,0.00014866068747318507
366,0.6111111111111112,1.1481481481481481,0.00218,0.000147648230602334
367,0.6111111111111112,1.1666666666666665,0.00214,0.00014628738838327792
368,0.6111111111111112,1.1851851851851851,0.00212,0.00014560219778561037
369,0.6111111111111112,1.2037037037037037,0.00209,0.00014456832294800962
370,0.6111111111111112,1.2222222222222223,0.00207,0.0001438749456993816
371,0.6111111111111112,1.2407407407407407,0.00206,0.00014352700094407323
372,0.6111111111111112,1.259259259259259,0.00205,0.00014317821063276353
373,0.6111111111111112,1.2777777777777777,0.00201,0.00014177446878757826
374,0.6111111111111112,1.2962962962962963,0.00198,0.0001407124727947029
375,0.6111111111111112,1.3148148148148149,0.00196,0.00014
376,0.6111111111111112,1.3333333333333333,0.00195,0.0001396424004376894
377,0.6111111111111112,1.3518518518518519,0.00194,0.0001392838827718412
378,0.6111111111111112,1.3703703703703702,0.00193,0.00013892443989449804
379,0.6111111111111112,1.3888888888888888,0.0019,0.00013784048752090222
380,0.6111111111111112,1.4074074074074074,0.00189,0.0001374772708486752
381,0.6111111111111112,1.4259259259259258,0.00184,0.00013564659966250537
382,0.6111111111111112,1.4444444444444444,0.00182,0.00013490737563232042
383,0.6111111111111112,1.4629629629629628,0.00181,0.0001345362404707371
384,0.6111111111111112,1.4814814814814814,0.0018,0.00013416407864998739
385,0.6111111111111112,1.5,0.0018,0.00013416407864998739
386,0.6296296296296297,0.5,0.00355,0.00018841443681416774
387,0.6296296296296297,0.5185185185185185,0.00351,0.00018734993995195192
388,0.6296296296296297,0.537037037037037,0.00348,0.00018654758106177632
389,0.6296296296296297,0.5555555555555556,0.00344,0.0001854723699099141
390,0.6296296296296297,0.5740740740740741,0.00341,0.00018466185312619387
391,0.6296296296296297,0.5925925925925926,0.00338,0.00018384776310850234
392,0.6296296296296297,0.6111111111111112,0.00333,0.0001824828759089466
393,0.6296296296296297,0.6296296296296297,0.00326,0.0001805547008526779
394,0.6296296296296297,0.6481481481481481,0.00323,0.0001797220075561143
395,0.6296296296296297,0.6666666666666666,0.00317,0.00017804493814764857
396,0.6296296296296297,0.6851851851851851,0.00316,0.00017776388834631177
397,0.6296296296296297,0.7037037037037037,0.00311,0.00017635192088548396
398,0.6296296296296297,0.7222222222222222,0.00308,0.00017549928774784245
399,0.6296296296296297,0.7407407407407407,0.00305,0.0001746424919657298
400,0.6296296296296297,0.7592592592592593,0.003,0.00017320508075688776
401,0.6296296296296297,0.7777777777777778,0.00298,0.0001726267650163207
402,0.6296296296296297,0.7962962962962963,0.00297,0.00017233687939614085
403,0.6296296296296297,0.8148148148148148,0.00292,0.00017088007490635062
404,0.6296296296296297,0.8333333333333333,0.00285,0.00016881943016134135
405,0.6296296296296297,0.8518518518518519,0.00282,0.00016792855623746665
406,0.6296296296296297,0.8703703703703703,0.00278,0.00016673332000533066
407,0.6296296296296297,0.8888888888888888,0.00273,0.00016522711641858305
408,0.6296296296296297,0.9074074074074074,0.00269,0.00016401219466856726
409,0.6296296296296297,0.9259259259259259,0.00264,0.0001624807680927192
410,0.6296296296296297,0.9444444444444444,0.00261,0.00016155494421403512
411,0.6296296296296297,0.9629629629629629,0.00257,0.000160312195418814
412,0.6296296296296297,0.9814814814814814,0.00252,0.00015874507866387545
413,0.6296296296296297,1.0,0.0025,0.00015811388300841897
414,0.6296296296296297,1.0185185185185186,0.00247,0.0001571623364550171
