run_id,k_si,n_si,pte_8,pte_8_error,pte_4,pte_4_error
701,0.7424242424242424,1.2407407407407407,0.00211,0.0001452583904633395,0.0016,0.00012649110640673518
702,0.7424242424242424,1.259259259259259,0.00208,0.00014422205101855958,0.0016,0.00012649110640673518
703,0.7424242424242424,1.2777777777777777,0.00208,0.00014422205101855958,0.00158,0.00012569805089976535
704,0.7424242424242424,1.2962962962962963,0.00204,0.00014282856857085702,0.00157,0.0001252996408614167
705,0.7424242424242424,1.3148148148148149,0.00204,0.00014282856857085702,0.00157,0.0001252996408614167
706,0.7424242424242424,1.3333333333333333,0.00203,0.00014247806848775006,0.00156,0.00012489995996796798
707,0.7424242424242424,1.3518518518518519,0.002,0.0001414213562373095,0.00154,0.00012409673645990857
708,0.7424242424242424,1.3703703703703702,0.00199,0.00014106735979665884,0.00153,0.0001236931687685298
709,0.7424242424242424,1.3888888888888888,0.00198,0.0001407124727947029,0.00153,0.0001236931687685298
710,0.7424242424242424,1.4074074074074074,0.00196,0.00014,0.00152,0.0001232882800593795
711,0.7424242424242424,1.4259259259259258,0.00196,0.00014,0.00152,0.0001232882800593795
712,0.7424242424242424,1.4444444444444444,0.00194,0.0001392838827718412,0.00151,0.00012288205727444508
713,0.7424242424242424,1.4629629629629628,0.00194,0.0001392838827718412,0.00151,0.00012288205727444508
714,0.7424242424242424,1.4814814814814814,0.00191,0.00013820274961085253,0.0015,0.0001224744871391589
715,0.7424242424242424,1.5,0.0019,0.00013784048752090222,0.0015,0.0001224744871391589
716,0.7626262626262627,0.5,0.00349,0.00018681541692269405,0.00247,0.0001571623364550171
717,0.7626262626262627,0.5185185185185185,0.00345,0.0001857417562100671,0.00247,0.0001571623364550171
718,0.7626262626262627,0.537037037037037,0.00343,0.00018520259177452135,0.00243,0.00015588457268119897
719,0.7626262626262627,0.5555555555555556,0.00341,0.00018466185312619387,0.00241,0.00015524174696260025
720,0.7626262626262627,0.5740740740740741,0.00336,0.00018330302779823358,0.00237,0.00015394804318340653
721,0.7626262626262627,0.5925925925925926,0.0033,0.00018165902124584948,0.0023,0.000151657508881031
722,0.7626262626262627,0.6111111111111112,0.00326,0.0001805547008526779,0.0023,0.000151657508881031
723,0.7626262626262627,0.6296296296296297,0.00318,0.00017832554500127006,0.00224,0.00014966629547095766
724,0.7626262626262627,0.6481481481481481,0.00317,0.00017804493814764857,0.0022,0.00014832396974191327
725,0.7626262626262627,0.6666666666666666,0.00313,0.00017691806012954132,0.00216,0.0001469693845669907
726,0.7626262626262627,0.6851851851851851,0.00311,0.00017635192088548396,0.00213,0.00014594519519326425
727,0.7626262626262627,0.7037037037037037,0.00308,0.00017549928774784245,0.00212,0.00014560219778561037
728,0.7626262626262627,0.7222222222222222,0.00305,0.0001746424919657298,0.00211,0.0001452583904633395
729,0.7626262626262627,0.7407407407407407,0.00301,0.00017349351572897473,0.00211,0.0001452583904633395
730,0.7626262626262627,0.7592592592592593,0.00299,0.00017291616465790584,0.00209,0.00014456832294800962
731,0.7626262626262627,0.7777777777777778,0.00294,0.00017146428199482248,0.00208,0.00014422205101855958
732,0.7626262626262627,0.7962962962962963,0.00293,0.0001711724276862369,0.00206,0.00014352700094407323
733,0.7626262626262627,0.8148148148148148,0.00289,0.00017,0.00201,0.00014177446878757826
734,0.7626262626262627,0.8333333333333333,0.00285,0.00016881943016134135,0.00198,0.0001407124727947029
735,0.7626262626262627,0.8518518518518519,0.00282,0.00016792855623746665,0.00196,0.00014
736,0.7626262626262627,0.8703703703703703,0.00276,0.0001661324772583615,0.00192,0.0001385640646055102
737,0.7626262626262627,0.8888888888888888,0.0027,0.00016431676725154983,0.0019,0.00013784048752090222
738,0.7626262626262627,0.9074074074074074,0.00267,0.0001634013463836819,0.00188,0.00013711309200802087
739,0.7626262626262627,0.9259259259259259,0.00265,0.00016278820596099706,0.00188,0.00013711309200802087
740,0.7626262626262627,0.9444444444444444,0.00259,0.00016093476939431082,0.00186,0.00013638181696985855
741,0.7626262626262627,0.9629629629629629,0.00257,0.000160312195418814,0.00183,0.00013527749258468682
