71,0.002076,4.556314299957807e-05,0.002352,4.8497422611928566e-05,0.001445,3.8013155617496425e-05,0.001144,3.3823069050575524e-05,1.055567805953694
76,0.002095,4.577116996538323e-05,0.00238,4.878524367060187e-05,0.001459,3.8196858509568555e-05,0.001158,3.402939905434711e-05,1.056243213897937
81,0.00211,4.5934736311423404e-05,0.002412,4.91121166312347e-05,0.001486,3.854867053479276e-05,0.001156,3.4e-05,1.0168466522678183
86,0.002164,4.651881339845203e-05,0.002457,4.9568134925574914e-05,0.00154,3.924283374069716e-05,0.00119,3.449637662132068e-05,1.0458015267175576
91,0.002209,4.7e-05,0.002508,5.0079936102195657e-05,0.001557,3.945883931389772e-05,0.001204,3.4698703145794945e-05,1.0214511041009466
96,0.002274,4.7686476070265455e-05,0.002563,5.062608023538856e-05,0.001599,3.9987498046264415e-05,0.001213,3.4828149534536e-05,0.983713692946058
101,0.002297,4.792702786528704e-05,0.002615,5.1137070702182385e-05,0.001632,4.039801975344831e-05,0.001234,3.512833614050059e-05,0.9759918616480163
106,0.002317,4.8135226186234956e-05,0.002661,5.158488150611572e-05,0.001637,4.045985664828782e-05,0.001239,3.519943181359608e-05,0.9422851562500001
111,0.002353,4.850773134253962e-05,0.002707,5.2028838157314255e-05,0.001646,4.0570925550201584e-05,0.001243,3.525620512760839e-05,0.908859566446748
116,0.002348,4.845616575834287e-05,0.002719,5.214403129793476e-05,0.001651,4.063249930782009e-05,0.001258,3.54682957019364e-05,0.9277153558052436
121,0.00238,4.878524367060187e-05,0.002756,5.249761899362675e-05,0.001665,4.080441152620633e-05,0.001279,3.576310948449533e-05,0.9357470210815765
126,0.002405,4.9040799340956915e-05,0.002781,5.273518749374084e-05,0.001679,4.097560249709576e-05,0.00129,3.591656999213594e-05,0.9346642468239564
131,0.00242,4.9193495504995374e-05,0.002798,5.2896124621752774e-05,0.001687,4.1073105555825695e-05,0.001296,3.6e-05,0.9312331233123313
136,0.002436,4.935585071701227e-05,0.002805,5.296225070746144e-05,0.001696,4.1182520563948006e-05,0.00131,3.619392214170772e-05,0.9513074842200179
141,0.00246,4.959838707054898e-05,0.002812,5.3028294334251404e-05,0.001708,4.132795663954365e-05,0.001313,3.6235341863986875e-05,0.9504528985507247
146,0.002467,4.9668903752750573e-05,0.002824,5.3141321022345694e-05,0.001715,4.141255848169731e-05,0.001317,3.629049462324811e-05,0.9474301172227233
151,0.002489,4.9889878733065685e-05,0.002845,5.3338541412378346e-05,0.001723,4.150903516103452e-05,0.00132,3.63318042491699e-05,0.9349376114081999
156,0.002509,5.0089919145472774e-05,0.002856,5.344155686354955e-05,0.001725,4.153311931459037e-05,0.001327,3.642801120017397e-05,0.9387267904509283
161,0.002516,5.015974481593781e-05,0.002865,5.352569476429054e-05,0.001737,4.167733196834942e-05,0.001323,3.637306695894642e-05,0.9231382978723405
166,0.002528,5.027922035990614e-05,0.002871,5.358171329847526e-05,0.001746,4.178516483155236e-05,0.001328,3.6441734316577195e-05,0.9269333333333336
171,0.002527,5.026927491022722e-05,0.002881,5.367494760127857e-05,0.001746,4.178516483155236e-05,0.001326,3.6414282912066245e-05,0.9150660792951543
176,0.002541,5.040833264451424e-05,0.002895,5.380520420925842e-05,0.001752,4.18568990729127e-05,0.001323,3.637306695894642e-05,0.8979002624671917
181,0.002565,5.06458290484024e-05,0.002927,5.4101755978895914e-05,0.001766,4.202380277890139e-05,0.001328,3.6441734316577195e-05,0.8809646856158486
186,0.002572,5.071488933242387e-05,0.002938,5.420332093147061e-05,0.001754,4.188078318274385e-05,0.001329,3.645545226711637e-05,0.8757601351351353
191,0.002576,5.075431016179808e-05,0.002942,5.424020648928247e-05,0.001761,4.196427051671457e-05,0.001328,3.6441734316577195e-05,0.8702794242167654
196,0.002578,5.077400909914442e-05,0.002962,5.442425929675111e-05,0.001762,4.197618372363071e-05,0.001331,3.64828726939094e-05,0.8609166666666669
201,0.00259,5.089204259999789e-05,0.002975,5.454356057317858e-05,0.001769,4.205948168962618e-05,0.001337,3.6565010597564445e-05,0.8612769485903815
206,0.002592,5.091168824543142e-05,0.00298,5.458937625582472e-05,0.001772,4.2095130359698374e-05,0.001346,3.668787265568828e-05,0.8730132450331125
211,0.002598,5.0970579749498634e-05,0.002982,5.4607691765904183e-05,0.001776,4.2142615011410957e-05,0.001347,3.670149860700514e-05,0.872885572139304
216,0.002601,5.1e-05,0.002989,5.467174773134658e-05,0.00178,4.2190046219457976e-05,0.001354,3.67967389859482e-05,0.8795698924731182
221,0.002602,5.10098029794274e-05,0.002989,5.467174773134658e-05,0.001788,4.2284749023731945e-05,0.001356,3.682390527904394e-05,0.8822647793505413
226,0.002614,5.112729212465687e-05,0.002997,5.474486277268398e-05,0.001786,4.226109321823088e-05,0.001363,3.6918829883949464e-05,0.8887696118909993
231,0.00262,5.118593556827891e-05,0.003007,5.483611948342078e-05,0.001794,4.235563716909474e-05,0.00136,3.687817782917155e-05,0.8755152514427044
236,0.002631,5.129327441292864e-05,0.003026,5.5009090157900264e-05,0.001804,4.2473521163190604e-05,0.001362,3.690528417449187e-05,0.8643207855973811
241,0.00263,5.128352561983234e-05,0.003035,5.509083408335728e-05,0.001808,4.25205832509386e-05,0.001364,3.6932370625238776e-05,0.8609616951915241
246,0.002641,5.139066063011839e-05,0.003036,5.509990925582364e-05,0.001814,4.259107887809371e-05,0.001364,3.6932370625238776e-05,0.8595744680851063
251,0.002644,5.1419840528729764e-05,0.003042,5.5154328932550706e-05,0.001821,4.267317658670374e-05,0.001367,3.69729630946723e-05,0.8597051597051596
256,0.002645,5.142956348249516e-05,0.003041,5.514526271584895e-05,0.001822,4.268489194082609e-05,0.001369,3.7e-05,0.8637407711238722
261,0.002664,5.161395160225576e-05,0.003062,5.533534132902769e-05,0.001835,4.283689998120779e-05,0.00137,3.701351104664349e-05,0.8492257538712304
266,0.002669,5.166236541235796e-05,0.003072,5.542562584220407e-05,0.001831,4.279018579066934e-05,0.00137,3.701351104664349e-05,0.8428686543110393
271,0.00267,5.167204273105525e-05,0.003075,5.5452682532047086e-05,0.001834,4.282522621072771e-05,0.00137,3.701351104664349e-05,0.8404512489927476
276,0.002666,5.1633322573702347e-05,0.003066,5.537147279962851e-05,0.001835,4.283689998120779e-05,0.001373,3.705401462729781e-05,0.8515840779853777
281,0.00267,5.167204273105525e-05,0.003072,5.542562584220407e-05,0.001842,4.291852746774987e-05,0.001376,3.7094473981982814e-05,0.851707317073171
286,0.002682,5.1788029504896206e-05,0.003076,5.546169849544819e-05,0.001845,4.2953463189829055e-05,0.001378,3.712142238654117e-05,0.8519902518277823
291,0.002687,5.1836280730777745e-05,0.003074,5.544366510251645e-05,0.001846,4.296510211788167e-05,0.00138,3.714835124201342e-05,0.8566775244299675
296,0.002689,5.185556864985669e-05,0.003077,5.5470712993434654e-05,0.001855,4.3069710934716056e-05,0.001385,3.721558813185679e-05,0.8621112929623569
301,0.002699,5.1951900831442154e-05,0.003085,5.554277630799526e-05,0.001854,4.3058100283221966e-05,0.001386,3.722902093797257e-05,0.8583265637692934
306,0.002704,5.2e-05,0.003088,5.556977595779922e-05,0.001854,4.3058100283221966e-05,0.001388,3.725587202039431e-05,0.859643435980551
311,0.002703,5.199038372622383e-05,0.003086,5.55517776493246e-05,0.001854,4.3058100283221966e-05,0.00139,3.7282703764614496e-05,0.864448051948052
316,0.002719,5.214403129793476e-05,0.0031,5.5677643628300215e-05,0.001856,4.308131845707603e-05,0.001394,3.733630940518894e-05,0.8612540192926047
321,0.002714,5.209606511052442e-05,0.003101,5.5686623169303413e-05,0.001857,4.3092922852830483e-05,0.001398,3.738983819167984e-05,0.8672025723472669
326,0.00272,5.215361924162119e-05,0.003106,5.5731499172371094e-05,0.001854,4.3058100283221966e-05,0.001396,3.736308338453881e-05,0.8607028753993614
331,0.002722,5.217278984298233e-05,0.003106,5.5731499172371094e-05,0.001851,4.302324952859791e-05,0.001395,3.73496987939662e-05,0.8593625498007972
336,0.002721,5.2163205422979905e-05,0.003104,5.571355310873648e-05,0.001848,4.298837052040935e-05,0.0014,3.7416573867739416e-05,0.8694267515923566
341,0.002719,5.214403129793476e-05,0.003107,5.574047003748713e-05,0.001845,4.2953463189829055e-05,0.001399,3.740320841853008e-05,0.8660063391442158
346,0.002727,5.222068555658763e-05,0.003111,5.577633906953736e-05,0.001843,4.293017586733136e-05,0.001399,3.740320841853008e-05,0.8634858044164039
351,0.002731,5.225897052181568e-05,0.003111,5.577633906953736e-05,0.001843,4.293017586733136e-05,0.001401,3.7429934544425804e-05,0.8667981072555204
356,0.002732,5.2268537381487916e-05,0.003112,5.578530272392541e-05,0.001841,4.2906875905849864e-05,0.001402,3.744329045369811e-05,0.8679779701022816
361,0.002735,5.229722745997153e-05,0.003117,5.583009940883144e-05,0.001842,4.291852746774987e-05,0.001404,3.746998799039038e-05,0.8677647058823532
366,0.002745,5.239274758971895e-05,0.003131,5.5955339334151126e-05,0.001846,4.296510211788167e-05,0.001401,3.7429934544425804e-05,0.8529961089494162
371,0.002749,5.243090691567332e-05,0.003143,5.606246516163912e-05,0.001844,4.2941821107167774e-05,0.001403,3.745664160065608e-05,0.8485758275596614
376,0.002752,5.2459508194416e-05,0.00314,5.60357029044876e-05,0.001845,4.2953463189829055e-05,0.001404,3.746998799039038e-05,0.8520463320463323
381,0.002756,5.249761899362675e-05,0.003147,5.6098128311023e-05,0.001847,4.29767378938886e-05,0.001407,3.75099986670221e-05,0.8520769230769232
386,0.00276,5.253570214625479e-05,0.003153,5.615158056546583e-05,0.00185,4.301162633521314e-05,0.001405,3.7483329627982624e-05,0.8445894090560245
391,0.002764,5.257375771237966e-05,0.003158,5.619608527290847e-05,0.00185,4.301162633521314e-05,0.001406,3.749666651850535e-05,0.8429663608562691
396,0.002764,5.257375771237966e-05,0.003156,5.6178287620752556e-05,0.001856,4.308131845707603e-05,0.001411,3.75632799419859e-05,0.8516153846153844
401,0.002763,5.25642464038057e-05,0.003154,5.616048432839589e-05,0.001858,4.310452412450461e-05,0.001415,3.761648574760805e-05,0.8591820987654322
406,0.002759,5.2526183946675584e-05,0.003155,5.616938667993447e-05,0.001858,4.310452412450461e-05,0.001415,3.761648574760805e-05,0.85851966075559
411,0.002757,5.250714237130031e-05,0.003152,5.6142675390472795e-05,0.001858,4.310452412450461e-05,0.001415,3.761648574760805e-05,0.8605100463678519
416,0.002755,5.248809388804284e-05,0.003154,5.616048432839589e-05,0.001857,4.3092922852830483e-05,0.001415,3.761648574760805e-05,0.8592906707787202
421,0.002759,5.2526183946675584e-05,0.003155,5.616938667993447e-05,0.001862,4.3150898020782836e-05,0.001417,3.764306044943742e-05,0.861330239752514
426,0.002757,5.250714237130031e-05,0.003156,5.6178287620752556e-05,0.001862,4.3150898020782836e-05,0.001416,3.762977544445356e-05,0.8590417310664605
431,0.002759,5.2526183946675584e-05,0.003158,5.619608527290847e-05,0.001859,4.3116122274620196e-05,0.001417,3.764306044943742e-05,0.8596612779060817
436,0.002766,5.2592775169218827e-05,0.003167,5.6276105053566027e-05,0.001857,4.3092922852830483e-05,0.001416,3.762977544445356e-05,0.8523664122137403
441,0.002771,5.264028875300742e-05,0.003173,5.6329388422030646e-05,0.001857,4.3092922852830483e-05,0.001417,3.764306044943742e-05,0.8500759878419456
446,0.002772,5.2649786324352734e-05,0.003174,5.6338264084013096e-05,0.001859,4.3116122274620196e-05,0.001418,3.7656340767525464e-05,0.8507984790874524
451,0.002774,5.266877632905477e-05,0.003171,5.631163290120435e-05,0.001858,4.310452412450461e-05,0.001419,3.7669616403674727e-05,0.8544554455445541
456,0.002781,5.273518749374084e-05,0.003176,5.635601121442149e-05,0.001855,4.3069710934716056e-05,0.001421,3.769615364994153e-05,0.8547312641937925
461,0.002778,5.270673581241776e-05,0.003174,5.6338264084013096e-05,0.001855,4.3069710934716056e-05,0.00142,3.7682887362833545e-05,0.8544351781652768
466,0.00278,5.2725705305856275e-05,0.003179,5.6382621436041796e-05,0.001859,4.3116122274620196e-05,0.00142,3.7682887362833545e-05,0.8507575757575759
471,0.002782,5.274466797696237e-05,0.003179,5.6382621436041796e-05,0.00186,4.3127717305695644e-05,0.001419,3.7669616403674727e-05,0.8490523123578466
476,0.002782,5.274466797696237e-05,0.003176,5.635601121442149e-05,0.001858,4.310452412450461e-05,0.001416,3.762977544445356e-05,0.8464339908952958
481,0.002783,5.275414675643992e-05,0.003174,5.6338264084013096e-05,0.001858,4.310452412450461e-05,0.001417,3.764306044943742e-05,0.8493161094224926
486,0.002783,5.275414675643992e-05,0.003174,5.6338264084013096e-05,0.001855,4.3069710934716056e-05,0.001419,3.7669616403674727e-05,0.8528430629264592
491,0.002785,5.2773099207835046e-05,0.003177,5.636488268416781e-05,0.001855,4.3069710934716056e-05,0.00142,3.7682887362833545e-05,0.8524962178517399
496,0.002786,5.278257288158659e-05,0.003182,5.6409219104681814e-05,0.001858,4.310452412450461e-05,0.001418,3.7656340767525464e-05,0.8457703927492448
501,0.002786,5.278257288158659e-05,0.003181,5.64003546088143e-05,0.001854,4.3058100283221966e-05,0.001419,3.7669616403674727e-05,0.848455162019593
506,0.002785,5.2773099207835046e-05,0.003175,5.634713834792323e-05,0.001855,4.3069710934716056e-05,0.001417,3.764306044943742e-05,0.8490151515151518
511,0.002794,5.2858301145610044e-05,0.003179,5.6382621436041796e-05,0.001858,4.310452412450461e-05,0.001418,3.7656340767525464e-05,0.8476911430734293
516,0.002786,5.278257288158659e-05,0.003174,5.6338264084013096e-05,0.001856,4.308131845707603e-05,0.001418,3.7656340767525464e-05,0.8511380880121395
521,0.002788,5.2801515129776344e-05,0.003178,5.6373752757821615e-05,0.00186,4.3127717305695644e-05,0.001419,3.7669616403674727e-05,0.8496965098634294
526,0.002784,5.276362383309168e-05,0.003181,5.64003546088143e-05,0.001858,4.310452412450461e-05,0.001418,3.7656340767525464e-05,0.8464096749811038
531,0.002791,5.282991576748916e-05,0.003181,5.64003546088143e-05,0.001862,4.3150898020782836e-05,0.001419,3.7669616403674727e-05,0.8475360121304018
536,0.002798,5.2896124621752774e-05,0.003187,5.6453520705089774e-05,0.001862,4.3150898020782836e-05,0.00142,3.7682887362833545e-05,0.8452830188679247
541,0.002803,5.294336596779619e-05,0.00319,5.648008498577175e-05,0.001863,4.3162483709814476e-05,0.001421,3.769615364994153e-05,0.8448379804069328
546,0.002806,5.297169055259611e-05,0.003189,5.6471231613982e-05,0.001863,4.3162483709814476e-05,0.001421,3.769615364994153e-05,0.8454751131221719
551,0.002806,5.297169055259611e-05,0.00319,5.648008498577175e-05,0.001863,4.3162483709814476e-05,0.001422,3.770941526992961e-05,0.846420497362472
556,0.002809,5.3e-05,0.003193,5.650663677834667e-05,0.001864,4.31740662898458e-05,0.001423,3.772267222772003e-05,0.8459744168547781
561,0.002808,5.299056519796708e-05,0.003193,5.650663677834667e-05,0.001866,4.319722213291035e-05,0.001421,3.769615364994153e-05,0.8425772418990203
566,0.002808,5.299056519796708e-05,0.003193,5.650663677834667e-05,0.001868,4.322036556994862e-05,0.001421,3.769615364994153e-05,0.8423396226415093
571,0.002809,5.3e-05,0.003196,5.653317610041028e-05,0.001871,4.325505750776434e-05,0.001421,3.769615364994153e-05,0.8400754716981131
576,0.002812,5.3028294334251404e-05,0.003197,5.6542019772908715e-05,0.001875,4.330127018922193e-05,0.001423,3.772267222772003e-05,0.8421331316187595
581,0.002811,5.301886456724625e-05,0.003195,5.652433104425032e-05,0.001876,4.331281565541543e-05,0.001423,3.772267222772003e-05,0.8432903714935559
586,0.00281,5.300943312279428e-05,0.003191,5.64889369699944e-05,0.001874,4.3289721643826725e-05,0.001422,3.770941526992961e-05,0.8444950645406231
591,0.002812,5.3028294334251404e-05,0.003196,5.653317610041028e-05,0.001876,4.331281565541543e-05,0.001422,3.770941526992961e-05,0.8410606060606064
596,0.002811,5.301886456724625e-05,0.003196,5.653317610041028e-05,0.001875,4.330127018922193e-05,0.001423,3.772267222772003e-05,0.842770628311885
601,0.002808,5.299056519796708e-05,0.003189,5.6471231613982e-05,0.001876,4.331281565541543e-05,0.001424,3.7735924528226413e-05,0.8487433358720486
606,0.002808,5.299056519796708e-05,0.00319,5.648008498577175e-05,0.001881,4.3370496884402885e-05,0.001424,3.7735924528226413e-05,0.8475171886936591
611,0.002809,5.3e-05,0.003191,5.64889369699944e-05,0.001881,4.3370496884402885e-05,0.001425,3.774917217635375e-05,0.8484732824427484
616,0.002809,5.3e-05,0.003195,5.652433104425032e-05,0.001881,4.3370496884402885e-05,0.001425,3.774917217635375e-05,0.8458904109589044
621,0.002807,5.298112871579842e-05,0.003195,5.652433104425032e-05,0.001879,4.334743360338648e-05,0.001425,3.774917217635375e-05,0.8461246200607906
626,0.002809,5.3e-05,0.003195,5.652433104425032e-05,0.001879,4.334743360338648e-05,0.001426,3.776241517699841e-05,0.8477203647416414
631,0.002808,5.299056519796708e-05,0.0032,5.6568542494923805e-05,0.001882,4.3382023926967726e-05,0.001428,3.778888725538237e-05,0.8473444613050077
636,0.00281,5.300943312279428e-05,0.0032,5.6568542494923805e-05,0.001883,4.3393547907494267e-05,0.001427,3.7775653535048205e-05,0.8456340167046318
641,0.002813,5.303772242470448e-05,0.003201,5.6577380639262545e-05,0.001885,4.341658669218482e-05,0.001427,3.7775653535048205e-05,0.8447568389057752
646,0.002813,5.303772242470448e-05,0.003204,5.660388679233962e-05,0.001886,4.342810150121693e-05,0.001428,3.778888725538237e-05,0.8443095599393022
651,0.002813,5.303772242470448e-05,0.003204,5.660388679233962e-05,0.001887,4.343961325794694e-05,0.001428,3.778888725538237e-05,0.8441913439635539
656,0.002814,5.3047148839499376e-05,0.003207,5.663038053907108e-05,0.001889,4.346262762420146e-05,0.001427,3.7775653535048205e-05,0.8404400606980272
661,0.002815,5.305657357952924e-05,0.003206,5.6621550667568265e-05,0.001891,4.34856298103178e-05,0.001427,3.7775653535048205e-05,0.8408365019011407
666,0.002817,5.307541803886239e-05,0.003208,5.663920903402519e-05,0.001891,4.34856298103178e-05,0.001425,3.774917217635375e-05,0.8363705391040246
671,0.002821,5.311308689955801e-05,0.003214,5.669215113223346e-05,0.001894,4.3520110293977886e-05,0.001426,3.776241517699841e-05,0.8337878787878789
676,0.00282,5.310367218940702e-05,0.003215,5.670097000933934e-05,0.001892,4.349712634186309e-05,0.001427,3.7775653535048205e-05,0.8349962207105065
681,0.002822,5.31224999411737e-05,0.003218,5.672741841473134e-05,0.001893,4.350861983561418e-05,0.001428,3.778888725538237e-05,0.8345660377358493
686,0.002822,5.31224999411737e-05,0.003217,5.671860364994893e-05,0.001894,4.3520110293977886e-05,0.001428,3.778888725538237e-05,0.8350718065003783
691,0.002822,5.31224999411737e-05,0.003215,5.670097000933934e-05,0.001891,4.34856298103178e-05,0.001426,3.776241517699841e-05,0.8335347432024169
696,0.00282,5.310367218940702e-05,0.003213,5.668333088307355e-05,0.001889,4.346262762420146e-05,0.001427,3.7775653535048205e-05,0.836631419939577
701,0.00282,5.310367218940702e-05,0.003213,5.668333088307355e-05,0.001891,4.34856298103178e-05,0.001428,3.778888725538237e-05,0.8379727685325266
706,0.002822,5.31224999411737e-05,0.003217,5.671860364994893e-05,0.00189,4.347413023856831e-05,0.001429,3.78021163428716e-05,0.8371514694800302
711,0.002816,5.30659966456864e-05,0.003213,5.668333088307355e-05,0.001887,4.343961325794694e-05,0.001428,3.778888725538237e-05,0.8384615384615386
716,0.002819,5.309425580983314e-05,0.003214,5.669215113223346e-05,0.001892,4.349712634186309e-05,0.001428,3.778888725538237e-05,0.8372163388804844
721,0.002819,5.309425580983314e-05,0.003214,5.669215113223346e-05,0.001892,4.349712634186309e-05,0.001428,3.778888725538237e-05,0.8372163388804844
726,0.002821,5.311308689955801e-05,0.003215,5.670097000933934e-05,0.001892,4.349712634186309e-05,0.001428,3.778888725538237e-05,0.8365835222978082
731,0.002818,5.308483775994799e-05,0.003213,5.668333088307355e-05,0.001893,4.350861983561418e-05,0.001428,3.778888725538237e-05,0.8377272727272729
736,0.002818,5.308483775994799e-05,0.003216,5.6709787515031304e-05,0.001896,4.354308211415448e-05,0.001429,3.78021163428716e-05,0.8370454545454544
741,0.002822,5.31224999411737e-05,0.00322,5.674504383644443e-05,0.001896,4.354308211415448e-05,0.001429,3.78021163428716e-05,0.8345166163141993
746,0.002825,5.315072906367325e-05,0.003222,5.67626637852735e-05,0.001898,4.356604182158393e-05,0.00143,3.7815340802378075e-05,0.834592145015106
751,0.002828,5.317894320123332e-05,0.003225,5.678908345800274e-05,0.001899,4.357751713900185e-05,0.001429,3.78021163428716e-05,0.8309954751131221
756,0.002827,5.316954015223378e-05,0.003224,5.678027826631356e-05,0.001898,4.356604182158393e-05,0.00143,3.7815340802378075e-05,0.8333333333333338
761,0.002825,5.315072906367325e-05,0.003224,5.678027826631356e-05,0.001896,4.354308211415448e-05,0.001429,3.78021163428716e-05,0.8320030120481928
766,0.002825,5.315072906367325e-05,0.003232,5.685068161420758e-05,0.001897,4.355456348076513e-05,0.001429,3.78021163428716e-05,0.8268913857677902
771,0.00282,5.310367218940702e-05,0.003229,5.6824290580701486e-05,0.001899,4.357751713900185e-05,0.001429,3.78021163428716e-05,0.8284962406015036
776,0.002819,5.309425580983314e-05,0.003228,5.681549084536716e-05,0.001899,4.357751713900185e-05,0.00143,3.7815340802378075e-05,0.8306997742663661
781,0.00282,5.310367218940702e-05,0.003228,5.681549084536716e-05,0.001898,4.356604182158393e-05,0.00143,3.7815340802378075e-05,0.8308270676691734
786,0.002818,5.308483775994799e-05,0.003227,5.680668974689512e-05,0.0019,4.358898943540674e-05,0.001429,3.78021163428716e-05,0.8296156744536549
791,0.002817,5.307541803886239e-05,0.003228,5.681549084536716e-05,0.001901,4.360045871318328e-05,0.001428,3.778888725538237e-05,0.8272795779954788
796,0.002817,5.307541803886239e-05,0.003226,5.679788728465171e-05,0.001903,4.3623388222374474e-05,0.001428,3.778888725538237e-05,0.8282690854119427
100000000,0.00286,5.3478967828483756e-05,0.003309,5.752390807307862e-05,0.001961,4.428317965096906e-05,0.001451,3.809199390948182e-05,0.805712166172107
100000000,0.002878,5.3646994324006637e-05,0.003353,5.7905094767213705e-05,0.001979,4.448595283907045e-05,0.001377,3.710795063055895e-05,0.6642649199417759
 
