1,90.817276,48.906666,93.86569,15.810597,0.004393,1.5532888494922268,23236
1,93.82393,48.906666,93.031075,5.854945,0.004455,1.7695293230680906,3848
1,92.358025,48.906666,91.180374,36.828094,0.004482,1.5885660617802313,32214
1,91.52466,48.90667,93.23243,5.4024353,0.004528,1.7839070414206804,8552
1,89.58464,48.906666,89.63484,18.921196,0.004379,1.5713045601927895,16773
1,89.958275,48.906666,93.42678,4.6327806,0.004565,1.83416912044844,11426
1,90.765366,48.906666,89.969955,5.1871605,0.004301,1.5867833028626581,23278
1,93.49562,48.906666,92.9104,6.510569,0.004294,1.6318214792293662,31878
1,93.3271,48.906666,91.2869,3.2568426,0.004499,1.5861701510686756,28191
1,91.56803,48.906666,91.00458,1.3477008,0.004414,1.8181101031391136,18658
1,93.3926,48.906666,91.49023,5.4785094,0.004389,1.5732750857466749,1901
1,92.036804,48.906666,92.03713,0.5120549,0.004421,1.778620501480227,16581
1,91.10529,48.906662,94.2296,8.066867,0.004405,1.7771986043291954,29550
1,93.19342,48.906666,88.407,8.176084,0.004506,1.7882220776186109,23271
1,91.52614,48.906662,89.16745,4.1640067,0.004554,1.8087562907592365,11221
1,92.71683,48.90667,93.81251,4.9606476,0.004501,1.6902058634389692,18287
1,89.75121,48.906666,93.692764,13.122721,0.004439,1.7043882282603773,22420
1,90.81272,48.90667,91.64298,1.0351429,0.004429,1.8242925528873508,15728
1,93.69138,48.906666,93.78518,9.018551,0.004484,1.6568619271308231,9842
1,92.94126,48.906666,90.53254,2.5588732,0.004428,1.5756806958068068,17137
1,89.851265,48.906666,91.81602,4.0914154,0.004503,1.8101478881261033,5607
1,89.37368,48.906666,91.6658,3.3283727,0.004431,1.811365725994312,1477
1,93.14277,48.906666,93.83862,5.9373255,0.004448,1.7373523769859296,445
1,93.142845,48.906662,93.89651,9.134757,0.004369,1.7781191479372438,20488
1,92.62552,48.906666,92.70508,2.183461,0.00444,1.5810768796826986,24733
1,89.83791,48.906666,89.87111,4.337973,0.004481,1.7169401352890146,4826
1,91.249855,48.906666,94.03876,4.418009,0.004465,1.7344125085054038,15036
