18.2379301843,0.3556572351
20.4115847026,0.3600631348
19.3256276014,0.3601037422
21.4070453787,0.3600259114
22.4033762128,0.3622322452
23.3083404638,0.3621984057
24.2150450307,0.3666516806
25.391498557,0.3666076893
26.5688222412,0.3688072552
27.4737864922,0.3687734157
28.3796209012,0.3709831334
29.3759517352,0.3731894672
30.5532754195,0.3753890331
31.2772468203,0.3753619615
32.4537003466,0.3753179702
33.3604049135,0.3797712451
34.4498426464,0.3887048666
35.3521964237,0.3819403555
36.3485272577,0.3841466893
37.4362246748,0.3885931963
38.5256624077,0.3975268178
39.4323669746,0.4019800927
40.3399416994,0.4086769249
41.3380128493,0.4153703731
42.5179470074,0.4243006106
43.4246515743,0.4287538855
44.2391194002,0.42872343
45.3285571331,0.4376570514
46.5076211332,0.4443437317
47.5979290241,0.4555209104
48.5951300161,0.4599708014
49.593201166,0.4666642496
50.499035575,0.4688739673
51.4066102998,0.4755707994
52.4943077169,0.4800173065
53.4036227575,0.491201253
54.4034342233,0.5023818156
55.4920017983,0.5090718799
56.4900729482,0.5157653281
57.5795106812,0.5246989495
58.6680782562,0.5313890138
59.6670195641,0.5403260192
60.3918611228,0.5425425048
61.4847794875,0.5604503551
62.6647136455,0.5693805926
63.6653952692,0.5828047124
64.7548330022,0.5917383338
65.7555146259,0.6051624537
66.8466926747,0.6185831895
67.7533972416,0.6230364645
69.0229576668,0.6297197608
69.9314025496,0.6386601502
71.1122068655,0.6498339449
72.0215219062,0.6610178914
72.9308369469,0.672201838
74.2012675301,0.6811286915
75.19933868,0.6878221397
76.0164169797,0.6945223558
76.9239917045,0.7012191879



